id,shopCode,sku,productName,type,quantityBefore,quantityChange,quantityAfter,reason,timestamp,createdAt
"mov_kgr23xjiz","BR-02","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","11","-1","10","Customer Sale","2026-08-03T03:28:18.272Z","2026-08-03T03:28:18.272Z"
"mov_jh679wccm","BR-02","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","74","-4","70","Customer Sale","2026-08-03T03:28:18.272Z","2026-08-03T03:28:18.272Z"
"mov_c9q46zuit","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","94","-2","92","Customer Sale","2026-08-03T03:28:18.272Z","2026-08-03T03:28:18.272Z"
"mov_dr5orbemt","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","40","-4","36","Customer Sale","2026-08-03T03:28:18.272Z","2026-08-03T03:28:18.272Z"
"mov_k2az21txl","BR-02","GRO-SUGAR-1KG","Sugar (1kg)","sale","58","-4","54","Customer Sale","2026-08-09T11:24:24.272Z","2026-08-09T11:24:24.272Z"
"mov_cbx34pa4j","BR-02","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","83","-4","79","Customer Sale","2026-08-09T11:24:24.272Z","2026-08-09T11:24:24.272Z"
"mov_z51rigffi","BR-02","ELE-CABLE-C","Type-C Charging Cable","sale","49","-4","45","Customer Sale","2026-08-09T11:24:24.272Z","2026-08-09T11:24:24.272Z"
"mov_3puhcyl6p","BR-02","ELE-USB-32GB","USB Flash Drive 32GB","sale","53","-2","51","Customer Sale","2026-08-09T11:24:24.272Z","2026-08-09T11:24:24.272Z"
"mov_kuvl5ham9","BR-02","ELE-USB-32GB","USB Flash Drive 32GB","sale","51","-3","48","Customer Sale","2026-08-09T11:24:24.272Z","2026-08-09T11:24:24.272Z"
"mov_vegyp3y85","BR-03","PER-TOOTHPASTE","Toothpaste (120g)","sale","27","-1","26","Customer Sale","2026-07-27T12:37:28.272Z","2026-07-27T12:37:28.272Z"
"mov_20sbzl6ff","BR-03","PER-SOAP","Hand Soap (100g)","sale","23","-2","21","Customer Sale","2026-07-27T12:37:28.272Z","2026-07-27T12:37:28.272Z"
"mov_pgoszuypx","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","21","-2","19","Customer Sale","2026-08-11T07:47:32.272Z","2026-08-11T07:47:32.272Z"
"mov_p5svhigwq","BR-02","ELE-CABLE-C","Type-C Charging Cable","sale","45","-2","43","Customer Sale","2026-08-11T07:47:32.272Z","2026-08-11T07:47:32.272Z"
"mov_038bsjr7o","BR-02","GRO-SUGAR-1KG","Sugar (1kg)","sale","54","-2","52","Customer Sale","2026-08-11T07:47:32.272Z","2026-08-11T07:47:32.272Z"
"mov_44tlor4l0","BR-02","PER-FACEWASH","Face Wash (100ml)","sale","73","-2","71","Customer Sale","2026-07-31T14:31:19.272Z","2026-07-31T14:31:19.272Z"
"mov_ztj76etii","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","19","-1","18","Customer Sale","2026-07-31T14:31:19.272Z","2026-07-31T14:31:19.272Z"
"mov_ydz5tkt05","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","92","-2","90","Customer Sale","2026-07-31T14:31:19.272Z","2026-07-31T14:31:19.272Z"
"mov_haqwqrrhu","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","90","-3","87","Customer Sale","2026-07-31T14:31:19.272Z","2026-07-31T14:31:19.272Z"
"mov_hvwbr9rnb","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","53","-4","49","Customer Sale","2026-07-31T14:31:19.272Z","2026-07-31T14:31:19.272Z"
"mov_m9x6r3pj1","BR-02","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","79","-4","75","Customer Sale","2026-07-31T14:31:19.272Z","2026-07-31T14:31:19.272Z"
"mov_mxxmjh3sz","BR-02","ELE-CHARGER","Wall Charger (18W)","sale","48","-2","46","Customer Sale","2026-07-12T15:06:56.272Z","2026-07-12T15:06:56.272Z"
"mov_n0nf3g2iy","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","36","-4","32","Customer Sale","2026-07-12T15:06:56.272Z","2026-07-12T15:06:56.272Z"
"mov_x5g9ryybd","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","15","-2","13","Customer Sale","2026-07-12T15:06:56.272Z","2026-07-12T15:06:56.272Z"
"mov_dedc47htl","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","58","-3","55","Customer Sale","2026-07-13T14:16:29.272Z","2026-07-13T14:16:29.272Z"
"mov_c5bsefew1","MAIN","BEV-JUICE-1L","Mango Juice (1L)","sale","31","-3","28","Customer Sale","2026-07-13T14:16:29.272Z","2026-07-13T14:16:29.272Z"
"mov_tvcie96bw","MAIN","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","54","-1","53","Customer Sale","2026-07-13T14:16:29.272Z","2026-07-13T14:16:29.272Z"
"mov_ngpax7r1a","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","38","-1","37","Customer Sale","2026-07-13T14:16:29.272Z","2026-07-13T14:16:29.272Z"
"mov_gmw7ka1lz","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","81","-4","77","Customer Sale","2026-07-13T14:16:29.272Z","2026-07-13T14:16:29.272Z"
"mov_zfp1khpen","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","18","-1","17","Customer Sale","2026-07-15T06:26:41.272Z","2026-07-15T06:26:41.272Z"
"mov_5adbs0hth","BR-02","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","32","-4","28","Customer Sale","2026-07-15T06:26:41.272Z","2026-07-15T06:26:41.272Z"
"mov_4aeev99wh","BR-03","GRO-TEA-900G","Tea (900g)","sale","55","-4","51","Customer Sale","2026-08-07T12:48:31.272Z","2026-08-07T12:48:31.272Z"
"mov_i1yse5yid","BR-03","BEV-CHIPS-L","Potato Chips (Large)","sale","15","-2","13","Customer Sale","2026-08-07T12:48:31.272Z","2026-08-07T12:48:31.272Z"
"mov_3ih2uf5ok","BR-03","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","33","-3","30","Customer Sale","2026-08-07T12:48:31.272Z","2026-08-07T12:48:31.272Z"
"mov_6p4edivva","BR-03","ELE-CHARGER","Wall Charger (18W)","sale","84","-2","82","Customer Sale","2026-08-07T12:48:31.272Z","2026-08-07T12:48:31.272Z"
"mov_yqaud9kdu","BR-03","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","30","-2","28","Customer Sale","2026-08-07T12:48:31.272Z","2026-08-07T12:48:31.272Z"
"mov_jj0snxqz7","BR-03","BEV-JUICE-1L","Mango Juice (1L)","sale","14","-4","10","Customer Sale","2026-08-07T12:48:31.272Z","2026-08-07T12:48:31.272Z"
"mov_h7zhmt8b8","BR-02","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","0","-3","0","Customer Sale","2026-07-15T12:28:14.272Z","2026-07-15T12:28:14.272Z"
"mov_vcfogwg4p","BR-02","BEV-JUICE-1L","Mango Juice (1L)","sale","0","-3","0","Customer Sale","2026-07-15T12:28:14.272Z","2026-07-15T12:28:14.272Z"
"mov_u83vrj0ef","BR-02","ELE-POWERBANK","Power Bank (10000mAh)","sale","13","-1","12","Customer Sale","2026-07-15T12:28:14.272Z","2026-07-15T12:28:14.272Z"
"mov_mllga79kq","BR-02","GRO-OIL-1L","Cooking Oil (1L)","sale","0","-3","0","Customer Sale","2026-07-15T12:28:14.272Z","2026-07-15T12:28:14.272Z"
"mov_58vj88cdr","BR-03","GRO-SUGAR-1KG","Sugar (1kg)","sale","42","-3","39","Customer Sale","2026-07-27T10:37:22.272Z","2026-07-27T10:37:22.272Z"
"mov_bi51mxnvp","BR-03","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","28","-2","26","Customer Sale","2026-07-27T10:37:22.272Z","2026-07-27T10:37:22.272Z"
"mov_8gv9qac5a","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","68","-2","66","Customer Sale","2026-07-27T10:37:22.272Z","2026-07-27T10:37:22.272Z"
"mov_sgujnw675","BR-03","PER-SOAP","Hand Soap (100g)","sale","21","-2","19","Customer Sale","2026-07-27T10:37:22.272Z","2026-07-27T10:37:22.272Z"
"mov_ai8l5maw6","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","64","-2","62","Customer Sale","2026-07-27T10:37:22.272Z","2026-07-27T10:37:22.272Z"
"mov_ncdx9m2mg","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","62","-4","58","Customer Sale","2026-07-27T10:37:22.272Z","2026-07-27T10:37:22.272Z"
"mov_umd6nb82e","BR-03","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","26","-4","22","Customer Sale","2026-07-17T04:58:54.272Z","2026-07-17T04:58:54.272Z"
"mov_hkeao7vam","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","58","-2","56","Customer Sale","2026-07-17T04:58:54.272Z","2026-07-17T04:58:54.272Z"
"mov_gg0uzjkrl","BR-03","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","25","-1","24","Customer Sale","2026-07-17T04:58:54.272Z","2026-07-17T04:58:54.272Z"
"mov_m6kas211w","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","56","-3","53","Customer Sale","2026-07-17T04:58:54.272Z","2026-07-17T04:58:54.272Z"
"mov_42imrvfuf","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","82","-4","78","Customer Sale","2026-07-17T04:58:54.272Z","2026-07-17T04:58:54.272Z"
"mov_h3ghruvi1","BR-02","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","87","-3","84","Customer Sale","2026-07-26T08:43:00.273Z","2026-07-26T08:43:00.273Z"
"mov_l5azhg82k","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","49","-3","46","Customer Sale","2026-07-26T08:43:00.273Z","2026-07-26T08:43:00.273Z"
"mov_pwf0fsmys","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","46","-3","43","Customer Sale","2026-07-26T08:43:00.273Z","2026-07-26T08:43:00.273Z"
"mov_72tg1u0g7","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","78","-1","77","Customer Sale","2026-07-31T03:30:35.273Z","2026-07-31T03:30:35.273Z"
"mov_1uvxvtx8k","BR-03","ELE-CHARGER","Wall Charger (18W)","sale","82","-2","80","Customer Sale","2026-07-31T03:30:35.273Z","2026-07-31T03:30:35.273Z"
"mov_ylsihvrlz","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","53","-4","49","Customer Sale","2026-07-31T03:30:35.273Z","2026-07-31T03:30:35.273Z"
"mov_a2tk214gm","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","0","-2","0","Customer Sale","2026-08-10T11:57:45.273Z","2026-08-10T11:57:45.273Z"
"mov_u09w7eh48","BR-02","GRO-SUGAR-1KG","Sugar (1kg)","sale","52","-1","51","Customer Sale","2026-08-10T11:57:45.273Z","2026-08-10T11:57:45.273Z"
"mov_rd1wd2zy1","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","17","-2","15","Customer Sale","2026-08-10T11:57:45.273Z","2026-08-10T11:57:45.273Z"
"mov_c2muk7isr","BR-02","GRO-RICE-5KG","Rice (5kg)","sale","39","-2","37","Customer Sale","2026-08-10T11:57:45.273Z","2026-08-10T11:57:45.273Z"
"mov_hkwq2i53t","BR-02","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","75","-2","73","Customer Sale","2026-08-03T03:18:59.273Z","2026-08-03T03:18:59.273Z"
"mov_0evhrcbqt","BR-02","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","73","-3","70","Customer Sale","2026-08-03T03:18:59.273Z","2026-08-03T03:18:59.273Z"
"mov_aszkzakw0","BR-02","PER-SOAP","Hand Soap (100g)","sale","0","-1","0","Customer Sale","2026-08-03T03:18:59.273Z","2026-08-03T03:18:59.273Z"
"mov_9bpc9jfay","BR-02","GRO-SUGAR-1KG","Sugar (1kg)","sale","51","-4","47","Customer Sale","2026-08-03T03:18:59.273Z","2026-08-03T03:18:59.273Z"
"mov_0zv01inyz","BR-02","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","10","-2","8","Customer Sale","2026-08-03T03:18:59.273Z","2026-08-03T03:18:59.273Z"
"mov_kbvxxiszr","BR-02","ELE-CHARGER","Wall Charger (18W)","sale","46","-4","42","Customer Sale","2026-07-26T10:01:43.273Z","2026-07-26T10:01:43.273Z"
"mov_gnfeg3ls2","BR-02","GRO-RICE-5KG","Rice (5kg)","sale","37","-2","35","Customer Sale","2026-07-26T10:01:43.273Z","2026-07-26T10:01:43.273Z"
"mov_xmol0vnr0","BR-02","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","70","-4","66","Customer Sale","2026-07-26T10:01:43.273Z","2026-07-26T10:01:43.273Z"
"mov_txxuvqg4w","MAIN","PER-TISSUE","Tissue Box (150s)","sale","0","-2","0","Customer Sale","2026-07-21T04:16:04.273Z","2026-07-21T04:16:04.273Z"
"mov_7f61c4fxv","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","77","-1","76","Customer Sale","2026-07-21T04:16:04.273Z","2026-07-21T04:16:04.273Z"
"mov_3psleize7","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","76","-1","75","Customer Sale","2026-07-21T04:16:04.273Z","2026-07-21T04:16:04.273Z"
"mov_fgrtmcn2x","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","55","-2","53","Customer Sale","2026-07-21T04:16:04.273Z","2026-07-21T04:16:04.273Z"
"mov_5pizfkdta","BR-03","ELE-CHARGER","Wall Charger (18W)","sale","80","-4","76","Customer Sale","2026-08-02T15:34:04.273Z","2026-08-02T15:34:04.273Z"
"mov_8twpao5l7","BR-03","BEV-CHIPS-L","Potato Chips (Large)","sale","13","-2","11","Customer Sale","2026-08-02T15:34:04.273Z","2026-08-02T15:34:04.273Z"
"mov_nh5qn54hy","BR-03","BEV-CHIPS-L","Potato Chips (Large)","sale","11","-4","7","Customer Sale","2026-08-02T15:34:04.273Z","2026-08-02T15:34:04.273Z"
"mov_0ggwlk337","BR-03","ELE-USB-32GB","USB Flash Drive 32GB","sale","26","-2","24","Customer Sale","2026-08-02T15:34:04.273Z","2026-08-02T15:34:04.273Z"
"mov_uff5nfy45","MAIN","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","26","-4","22","Customer Sale","2026-07-31T04:28:44.273Z","2026-07-31T04:28:44.273Z"
"mov_r3yzzr3t4","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","37","-2","35","Customer Sale","2026-07-31T04:28:44.273Z","2026-07-31T04:28:44.273Z"
"mov_n2figg8nu","BR-03","PER-TISSUE","Tissue Box (150s)","sale","34","-4","30","Customer Sale","2026-08-07T13:28:40.273Z","2026-08-07T13:28:40.273Z"
"mov_hlez0aux2","BR-03","PER-TISSUE","Tissue Box (150s)","sale","30","-2","28","Customer Sale","2026-08-07T13:28:40.273Z","2026-08-07T13:28:40.273Z"
"mov_6qt3184ah","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","17","-2","15","Customer Sale","2026-08-07T13:28:40.273Z","2026-08-07T13:28:40.273Z"
"mov_60708f81r","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","71","-1","70","Customer Sale","2026-08-07T13:28:40.273Z","2026-08-07T13:28:40.273Z"
"mov_g8853kwh0","MAIN","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","47","-2","45","Customer Sale","2026-07-30T04:34:13.273Z","2026-07-30T04:34:13.273Z"
"mov_juetqrzos","MAIN","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","71","-2","69","Customer Sale","2026-07-30T04:34:13.273Z","2026-07-30T04:34:13.273Z"
"mov_s9lf0p2rv","MAIN","BEV-JUICE-1L","Mango Juice (1L)","sale","28","-2","26","Customer Sale","2026-07-30T04:34:13.273Z","2026-07-30T04:34:13.273Z"
"mov_hugi6qpgc","MAIN","ELE-CABLE-C","Type-C Charging Cable","sale","20","-4","16","Customer Sale","2026-07-30T04:34:13.273Z","2026-07-30T04:34:13.273Z"
"mov_ay43zx7zz","MAIN","GRO-RICE-5KG","Rice (5kg)","sale","31","-4","27","Customer Sale","2026-07-30T04:34:13.273Z","2026-07-30T04:34:13.273Z"
"mov_vna3pg016","MAIN","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","22","-1","21","Customer Sale","2026-07-30T04:34:13.273Z","2026-07-30T04:34:13.273Z"
"mov_c44c85fkw","BR-03","BEV-CHOC-BAR","Chocolate Bar (50g)","sale","24","-2","22","Customer Sale","2026-07-15T03:58:24.273Z","2026-07-15T03:58:24.273Z"
"mov_5z0bnsonw","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","66","-4","62","Customer Sale","2026-07-15T03:58:24.273Z","2026-07-15T03:58:24.273Z"
"mov_r528av9ce","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","70","-2","68","Customer Sale","2026-07-15T03:58:24.273Z","2026-07-15T03:58:24.273Z"
"mov_dn3o8qb45","BR-03","GRO-MILK-1L","Milk Pack (1L)","sale","19","-3","16","Customer Sale","2026-07-15T03:58:24.273Z","2026-07-15T03:58:24.273Z"
"mov_b3ki60ms3","BR-03","ELE-USB-32GB","USB Flash Drive 32GB","sale","24","-1","23","Customer Sale","2026-07-15T03:58:24.273Z","2026-07-15T03:58:24.273Z"
"mov_zwx3sp8jy","BR-03","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","11","-4","7","Customer Sale","2026-07-15T03:58:24.273Z","2026-07-15T03:58:24.273Z"
"mov_1t24uxhn6","MAIN","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","59","-4","55","Customer Sale","2026-08-06T11:00:13.273Z","2026-08-06T11:00:13.273Z"
"mov_s7kq7gtc6","MAIN","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","45","-3","42","Customer Sale","2026-08-06T11:00:13.273Z","2026-08-06T11:00:13.273Z"
"mov_pi5l7yf0m","MAIN","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","42","-3","39","Customer Sale","2026-08-06T11:00:13.273Z","2026-08-06T11:00:13.273Z"
"mov_9vol20qkx","MAIN","ELE-USB-32GB","USB Flash Drive 32GB","sale","32","-1","31","Customer Sale","2026-08-06T11:00:13.273Z","2026-08-06T11:00:13.273Z"
"mov_jylik8k7y","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","75","-2","73","Customer Sale","2026-08-06T11:00:13.273Z","2026-08-06T11:00:13.273Z"
"mov_edb88ki1c","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","19","-2","17","Customer Sale","2026-08-06T11:00:13.273Z","2026-08-06T11:00:13.273Z"
"mov_e6ma7k48t","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","35","-1","34","Customer Sale","2026-07-23T07:35:31.273Z","2026-07-23T07:35:31.273Z"
"mov_2bn1kmusy","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","73","-3","70","Customer Sale","2026-07-23T07:35:31.273Z","2026-07-23T07:35:31.273Z"
"mov_x2shg5gbs","MAIN","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","34","-3","31","Customer Sale","2026-07-23T07:35:31.273Z","2026-07-23T07:35:31.273Z"
"mov_hvu2l9oyl","MAIN","ELE-EARBUDS","Wireless Earbuds","sale","38","-4","34","Customer Sale","2026-07-23T07:35:31.273Z","2026-07-23T07:35:31.273Z"
"mov_fr4z0u1yu","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","70","-2","68","Customer Sale","2026-07-23T07:35:31.273Z","2026-07-23T07:35:31.273Z"
"mov_stmvr80br","MAIN","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","39","-1","38","Customer Sale","2026-07-14T15:52:02.273Z","2026-07-14T15:52:02.273Z"
"mov_cpqw255ki","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","17","-4","13","Customer Sale","2026-07-14T15:52:02.273Z","2026-07-14T15:52:02.273Z"
"mov_zjl4blcom","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","53","-3","50","Customer Sale","2026-07-14T15:52:02.273Z","2026-07-14T15:52:02.273Z"
"mov_idnx9gp72","MAIN","BEV-WATER-1.5L","Mineral Water (1.5L)","sale","90","-3","87","Customer Sale","2026-07-14T15:52:02.273Z","2026-07-14T15:52:02.273Z"
"mov_kkdg4bpgv","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","68","-4","64","Customer Sale","2026-07-23T03:37:19.273Z","2026-07-23T03:37:19.273Z"
"mov_sq8auf8la","MAIN","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","69","-1","68","Customer Sale","2026-07-23T03:37:19.273Z","2026-07-23T03:37:19.273Z"
"mov_b4wt8ou2g","BR-03","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","0","-4","0","Customer Sale","2026-08-09T08:23:23.273Z","2026-08-09T08:23:23.273Z"
"mov_ambim6wr0","BR-03","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","49","-4","45","Customer Sale","2026-08-09T08:23:23.273Z","2026-08-09T08:23:23.273Z"
"mov_dunsksjga","BR-03","GRO-OIL-1L","Cooking Oil (1L)","sale","33","-1","32","Customer Sale","2026-08-09T08:23:23.273Z","2026-08-09T08:23:23.273Z"
"mov_yz6ngvg0n","BR-03","PER-TOOTHPASTE","Toothpaste (120g)","sale","26","-1","25","Customer Sale","2026-08-09T08:23:23.273Z","2026-08-09T08:23:23.273Z"
"mov_6isvqxvqc","BR-03","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","22","-4","18","Customer Sale","2026-08-09T08:23:23.273Z","2026-08-09T08:23:23.273Z"
"mov_uf68nbqqh","BR-03","ELE-CABLE-C","Type-C Charging Cable","sale","31","-1","30","Customer Sale","2026-08-09T08:23:23.273Z","2026-08-09T08:23:23.273Z"
"mov_bcmqykink","BR-02","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","0","-3","0","Customer Sale","2026-07-29T07:37:03.273Z","2026-07-29T07:37:03.273Z"
"mov_yfmasdjff","BR-02","ELE-EARBUDS","Wireless Earbuds","sale","15","-1","14","Customer Sale","2026-07-29T07:37:03.273Z","2026-07-29T07:37:03.273Z"
"mov_kgp5cdyku","BR-02","GRO-LENTIL-1KG","Daal Chana (1kg)","sale","8","-3","5","Customer Sale","2026-07-29T07:37:03.273Z","2026-07-29T07:37:03.273Z"
"mov_8jzo85rnf","BR-02","PER-SOAP","Hand Soap (100g)","sale","0","-3","0","Customer Sale","2026-07-29T07:37:03.273Z","2026-07-29T07:37:03.273Z"
"mov_zszvuyqs6","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","13","-2","11","Customer Sale","2026-07-25T16:54:33.273Z","2026-07-25T16:54:33.273Z"
"mov_02zdqo1va","BR-03","BEV-CHIPS-L","Potato Chips (Large)","sale","7","-3","4","Customer Sale","2026-07-25T16:54:33.273Z","2026-07-25T16:54:33.273Z"
"mov_gsgjqo1yk","BR-03","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","18","-4","14","Customer Sale","2026-07-25T16:54:33.273Z","2026-07-25T16:54:33.273Z"
"mov_m8puphdct","BR-03","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","0","-2","0","Customer Sale","2026-07-25T16:54:33.273Z","2026-07-25T16:54:33.273Z"
"mov_2c967lo4p","BR-03","BEV-COLA-1.5L","Cola Soft Drink (1.5L)","sale","14","-1","13","Customer Sale","2026-07-25T16:54:33.273Z","2026-07-25T16:54:33.273Z"
"mov_lfmmti6bj","BR-03","PER-SHAMPOO-200ML","Shampoo (200ml)","sale","0","-3","0","Customer Sale","2026-07-25T16:54:33.273Z","2026-07-25T16:54:33.273Z"
"mov_vfaszr9ib","BR-03","BEV-ENERGY-250ML","Energy Drink (250ml)","sale","62","-4","58","Customer Sale","2026-07-19T11:37:47.273Z","2026-07-19T11:37:47.273Z"
"mov_ubr8rjjrl","BR-03","ELE-CHARGER","Wall Charger (18W)","sale","76","-3","73","Customer Sale","2026-07-19T11:37:47.273Z","2026-07-19T11:37:47.273Z"
"mov_i77l7qaqh","BR-03","PER-FACEWASH","Face Wash (100ml)","sale","77","-1","76","Customer Sale","2026-07-19T11:37:47.273Z","2026-07-19T11:37:47.273Z"
"mov_3z2j144sj","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","62","-3","59","Customer Sale","2026-07-19T11:37:47.273Z","2026-07-19T11:37:47.273Z"
"mov_cmosnix4k","BR-03","GRO-FLOUR-10KG","Wheat Flour (10kg)","sale","59","-2","57","Customer Sale","2026-07-19T11:37:47.273Z","2026-07-19T11:37:47.273Z"
"mov_tbvkyp8dz","MAIN","PER-SOAP","Hand Soap (100g)","sale","9","-3","6","Customer Sale","2026-08-01T04:12:47.277Z","2026-08-01T04:12:47.277Z"
"mov_rhfoun7iw","MAIN","GRO-MILK-1L","Milk Pack (1L)","sale","64","-1","63","Customer Sale","2026-08-01T04:12:47.277Z","2026-08-01T04:12:47.277Z"
"mov_ds07usc1q","MAIN","GRO-SUGAR-1KG","Sugar (1kg)","sale","13","-4","9","Customer Sale","2026-08-01T04:12:47.277Z","2026-08-01T04:12:47.277Z"
"mov_yqgwpyn1g","MAIN","ELE-CHARGER","Wall Charger (18W)","sale","2","-2","0","Customer Sale","2026-08-01T04:12:47.277Z","2026-08-01T04:12:47.277Z"
"mov_qwt9l9ijf","MAIN","GRO-TEA-900G","Tea (900g)","sale","0","-3","0","Customer Sale","2026-08-01T04:12:47.277Z","2026-08-01T04:12:47.277Z"
"mov_t67me7afa","BR-03","GRO-RICE-5KG","Rice (5kg)","sale","11","-3","8","Customer Sale","2026-07-28T10:36:02.277Z","2026-07-28T10:36:02.277Z"
"mov_bygyh5f61","BR-03","GRO-SUGAR-1KG","Sugar (1kg)","sale","39","-1","38","Customer Sale","2026-07-28T10:36:02.277Z","2026-07-28T10:36:02.277Z"
"mov_r2spz11te","BR-03","ELE-POWERBANK","Power Bank (10000mAh)","sale","15","-2","13","Customer Sale","2026-07-28T10:36:02.277Z","2026-07-28T10:36:02.277Z"
"mov_59e17tvh0","BR-03","GRO-BISCUIT-FAM","Biscuits (Family Pack)","sale","68","-4","64","Customer Sale","2026-08-02T12:10:31.277Z","2026-08-02T12:10:31.277Z"
"mov_clxvibj10","BR-03","ELE-USB-32GB","USB Flash Drive 32GB","sale","23","-2","21","Customer Sale","2026-08-02T12:10:31.277Z","2026-08-02T12:10:31.277Z"
"mov_1poby5frg","MAIN","ELE-POWERBANK","Power Bank (10000mAh)","sale","25","-2","23","Customer Sale","2026-08-11T05:13:52.277Z","2026-08-11T05:13:52.277Z"
"mov_b8tvv66ku","MAIN","PER-FACEWASH","Face Wash (100ml)","sale","50","-1","49","Customer Sale","2026-08-11T05:13:52.277Z","2026-08-11T05:13:52.277Z"
"mov_h9j8d5vcw","MAIN","PER-DETERGENT-1KG","Laundry Detergent (1kg)","sale","38","-4","34","Customer Sale","2026-08-11T05:13:52.277Z","2026-08-11T05:13:52.277Z"
"mov_8ogv1ytb9","BR-02","BEV-CHIPS-L","Potato Chips (Large)","sale","43","-4","39","Customer Sale","2026-08-07T09:06:50.277Z","2026-08-07T09:06:50.277Z"
"mov_puqh7kvr5","BR-02","PER-FACEWASH","Face Wash (100ml)","sale","71","-4","67","Customer Sale","2026-08-07T09:06:50.277Z","2026-08-07T09:06:50.277Z"
"mov_dz2wmecuv","BR-02","GRO-SUGAR-1KG","Sugar (1kg)","sale","47","-2","45","Customer Sale","2026-08-07T09:06:50.277Z","2026-08-07T09:06:50.277Z"
